price,accommodates,bedrooms,bathrooms,cleaning_fee,availability_90_days,district,host_respons_time,host_response_rate,host_superhost,host_listings_count,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,kitchen,tv,coffe_machine,dishwasher,terrace,bathtub
81,5,2,1,25,43,Neukölln,within a few hours,100,yes,4,10,9,10,10,10,9,yes,yes,no,no,no,no
75,4,1,1,30,58,Tempelhof - Schöneberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,yes,yes,no
92,5,1,1,20,53,Mitte,within an hour,98,yes,9,9,10,10,10,10,10,yes,no,yes,no,yes,yes
35,1,1,1,25,12,Mitte,within an hour,100,yes,1,10,9,9,10,9,10,yes,no,no,yes,yes,no
70,3,1,1,55,65,Neukölln,within a few hours,70,no,2,10,10,10,10,10,9,yes,no,yes,no,no,no
200,6,3,1,100,18,Pankow,within an hour,100,no,3,9,9,10,10,9,9,yes,no,yes,no,yes,no
150,5,2,1,60,32,Pankow,within an hour,100,no,1,10,10,10,10,10,9,yes,yes,yes,yes,yes,yes
23,2,1,1,15,19,Neukölln,within a few hours,100,no,1,10,10,10,10,9,10,no,no,no,no,no,no
31,3,1,1,140,44,Lichtenberg,within a few hours,100,no,0,10,10,7,8,10,10,yes,yes,yes,yes,no,no
20,2,1,1,25,14,Mitte,within an hour,100,yes,4,10,10,10,10,9,9,no,no,no,yes,no,no
27,1,1,1,15,25,Friedrichshain-Kreuzberg,within a few hours,100,no,2,9,7,9,9,9,9,yes,no,no,no,no,no
28,3,1,1,30,51,Tempelhof - Schöneberg,within an hour,100,yes,2,10,10,10,10,10,10,no,no,yes,no,no,no
40,1,1,1,15,59,Charlottenburg-Wilm.,within a few hours,89,no,1,10,9,10,10,10,10,yes,yes,yes,no,yes,no
45,2,1,2,35,22,Friedrichshain-Kreuzberg,within an hour,100,no,2,10,9,10,10,10,9,no,no,yes,yes,no,no
125,6,1,1,45,66,Friedrichshain-Kreuzberg,within an hour,100,yes,18,10,9,10,10,9,9,yes,no,yes,no,no,no
199,5,2,1.5,95,75,Mitte,within a few hours,100,yes,1,10,10,10,10,10,9,yes,yes,yes,yes,yes,no
75,5,2,1,119,90,Mitte,within an hour,100,yes,5,10,10,10,10,10,9,yes,yes,yes,yes,no,no
19,1,1,1,10,5,Lichtenberg,within an hour,100,yes,3,10,10,10,10,9,10,yes,yes,no,no,no,no
65,2,1,1,15,0,Friedrichshain-Kreuzberg,within an hour,100,no,1,10,10,10,10,9,9,yes,no,yes,no,no,no
70,2,2,1,35,6,Lichtenberg,within a few hours,100,yes,1,10,10,10,10,10,10,yes,no,yes,yes,yes,no
28,1,1,1,10,14,Tempelhof - Schöneberg,within an hour,100,yes,2,10,9,10,10,10,10,yes,yes,yes,no,no,no
70,2,0,1,15,0,Mitte,within an hour,100,no,1,10,9,10,10,10,10,yes,no,no,no,no,no
80,4,1,1,50,77,Pankow,within an hour,100,no,2,9,10,9,9,9,9,yes,yes,yes,no,no,no
55,3,1,1,50,36,Pankow,within an hour,96,no,7,10,10,10,10,10,9,yes,yes,no,no,no,no
80,2,0,1,0,35,Friedrichshain-Kreuzberg,within an hour,100,yes,2,10,10,10,10,10,10,yes,yes,yes,yes,no,no
39,3,1,1,70,0,Mitte,within a few hours,100,yes,1,10,10,10,10,10,10,yes,no,yes,yes,yes,no
79,2,1,1,75,45,Mitte,within a few hours,100,yes,6,10,10,10,10,10,10,yes,yes,yes,yes,yes,no
120,8,1,2,10,56,Charlottenburg-Wilm.,within a few hours,80,no,5,8,8,9,8,9,7,yes,yes,no,no,no,no
38,2,1,1,20,0,Pankow,within a few hours,100,no,1,10,8,10,10,10,9,yes,no,no,no,no,no
240,11,5,2,60,84,Charlottenburg-Wilm.,within an hour,100,no,6,8,9,10,10,8,8,yes,yes,yes,no,yes,yes
100,8,4,1.5,50,52,Marzahn - Hellersdorf,within a few hours,100,yes,1,10,10,9,9,9,9,yes,yes,yes,yes,yes,no
76,3,1,1,25,77,Charlottenburg-Wilm.,within an hour,100,no,1,10,10,10,10,9,9,yes,yes,yes,yes,yes,no
40,2,1,1,40,89,Steglitz - Zehlendorf,within a day,100,no,1,9,8,9,9,9,8,yes,yes,yes,no,no,no
30,3,1,1,35,46,Reinickendorf,within an hour,98,yes,12,10,10,10,10,9,9,yes,no,no,no,no,no
129,6,3,2,60,15,Steglitz - Zehlendorf,within a day,67,no,1,10,10,10,10,10,10,yes,no,no,yes,yes,no
41,2,0,1,0,74,Pankow,within an hour,90,no,1,10,9,10,10,10,9,yes,no,yes,yes,no,no
32,2,1,1,30,30,Treptow - Köpenick,within an hour,100,no,1,10,9,10,10,10,10,yes,no,yes,yes,no,yes
280,6,3,1.5,50,82,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,9,yes,no,no,yes,no,no
23,2,0,1,25,71,Neukölln,within an hour,100,no,1,10,10,10,10,10,9,yes,yes,yes,no,no,no
42,1,1,1,20,37,Mitte,within an hour,60,no,1,10,10,10,10,10,10,yes,yes,no,no,no,no
20,2,1,1,0,80,Neukölln,within an hour,100,no,1,10,10,10,10,10,10,yes,no,yes,no,yes,no
30,2,1,1,12,0,Lichtenberg,within an hour,100,yes,1,10,9,10,10,9,10,yes,yes,yes,yes,yes,no
30,1,1,1,0,80,Tempelhof - Schöneberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,no,no,yes,no
50,2,1,1,40,0,Pankow,within a few hours,100,no,1,10,10,9,10,10,9,yes,yes,no,no,no,no
60,6,1,1,98,50,Friedrichshain-Kreuzberg,within an hour,100,no,22,10,9,10,10,10,9,yes,yes,yes,no,no,no
140,4,3,2.5,80,14,Pankow,within an hour,100,yes,2,10,10,9,10,10,10,yes,yes,yes,yes,yes,yes
75,2,1,1,65,50,Friedrichshain-Kreuzberg,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,no,no,no,no
230,6,2,1,40,22,Mitte,within an hour,100,no,2,9,10,9,9,9,9,yes,no,no,no,yes,no
33,2,1,1,15,71,Neukölln,within an hour,100,yes,1,10,10,10,10,9,10,yes,yes,yes,yes,yes,yes
85,4,1,1,50,0,Charlottenburg-Wilm.,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,no,no,yes,no
50,4,1,1,30,5,Neukölln,within an hour,100,no,2,10,10,10,10,10,10,yes,no,no,yes,yes,no
49,4,0,1,35,40,Tempelhof - Schöneberg,within an hour,100,no,2,10,8,9,9,10,9,yes,no,yes,no,no,no
31,3,1,1,10,11,Neukölln,within an hour,100,no,2,10,9,10,10,10,9,yes,yes,yes,no,no,no
155,4,2,1,60,60,Mitte,within an hour,100,yes,1,10,10,10,10,10,9,yes,no,yes,yes,no,no
35,2,0,1,0,38,Charlottenburg-Wilm.,within an hour,100,no,1,10,10,10,10,10,10,yes,no,no,yes,yes,no
20,2,1,1,50,0,Mitte,within an hour,100,no,2,9,9,10,9,10,9,no,no,no,no,yes,no
31,1,1,1,15,17,Mitte,within an hour,100,yes,1,10,10,10,10,10,10,yes,no,no,no,no,no
35,2,1,1,25,30,Steglitz - Zehlendorf,within an hour,100,yes,1,10,10,10,10,10,10,yes,yes,yes,no,yes,no
50,4,2,1,40,58,Friedrichshain-Kreuzberg,within a few hours,100,yes,1,10,10,10,10,10,10,yes,no,no,no,no,no
